,Company,JobTitle,Location,EmploymentType,Seniority,Category,GovSupport,Minsalary,Maxsalary,Monthly,JobLink,PostedDate,ClosingDate,RoleResponsibility,Requirements
323,BLUE STAR INFOSTACK SOLUTIONS PTE. LTD.,Senior Software Engineer,Central,Permanent,Executive,Banking and Finance,Government support available,"$5,500 ","$8,800 ",Monthly,/job/215d4641a8efc42e48268b328218bbc4,5-Apr-18,5-May-18,"We require Senior Java/J2EE Developers experience J2EE, Web Development for Singapore åÊ Requirement Detail: Position: Senior Java/J2EE Developers Location: Singapore No. of Position: Total 2 Type of position: ContractåÊ åÊ Required skills and experience  Degree in Information Technology For Senior Java Developers require minimum 6-8 years of experience in Information Technology Software Development\  Server-Side Programming  Java 7 or higher Java Enterprise Server Side JavaScript [Node.JS]  åÊ Data  Proficient in SQL Oracle RDBMS/SQL Server Strong data modelling & transaction management experience  åÊ Web Services  Design, development and implementation of applications using SOAP/REST API/WSDL web services Authentication framework knowledge with oAuth Good knowledge on JSON/XML/JSP/HTML/CSS along with object oriented JavaScript frameworks (jQuery/Angular JS). Email based application development experience is desirable AWS Services awareness is an advantage  åÊ Coding/Methodologies  NetBeans/Eclipse *** CI tools like Jenkins/Hudson using Maven/ANT Experience with Test Driven Development[Junit], Agile methodologies  åÊ Frameworks/APIs  Jersey/JAX-RS, JAX-WS, Java Mail, JPA2, Hibernate and Java Objects Spring MVC, Spring boot, Apache CXF Rest let/RestEasy or any of Java frameworks for developing Web Services Swagger framework  åÊ Version Control  Git/GitHub Subversion  åÊ Job Description:  Java language development Participates as a member of and leads development teams. Performs analysis of complex functional and business requirements. Prepares & completes code to implement solutions. Participates in cross-functional teams. Leads design activities. Designs, prepares and executes Unit tests. Represents team to stakeholders. Demonstrates technical leadership, develops innovative team solutions to complex problems. Contributes to strategic direction for teams. Applies in-depth or broad technical knowledge to provide maintenance solutions across one or more technology areas (e.g. Web Services Development). Performs solution design. Applies HP and 3rd party technologies and leads design of highly complex infrastructure and software solutions. Independently implements end- user or enterprise infrastructure or services of significant complexity. Integrates technical expertise and business understanding to create superior solutions for HP and customers. Mentors and consults with team members and other organizations, customer and vendors on complex issues.  åÊ","Job Description:  Java language development Participates as a member of and leads development teams. Performs analysis of complex functional and business requirements. Prepares & completes code to implement solutions. Participates in cross-functional teams. Leads design activities. Designs, prepares and executes Unit tests. Represents team to stakeholders. Demonstrates technical leadership, develops innovative team solutions to complex problems. Contributes to strategic direction for teams. Applies in-depth or broad technical knowledge to provide maintenance solutions across one or more technology areas (e.g. Web Services Development). Performs solution design. Applies HP and 3rd party technologies and leads design of highly complex infrastructure and software solutions. Independently implements end- user or enterprise infrastructure or services of significant complexity. Integrates technical expertise and business understanding to create superior solutions for HP and customers. Mentors and consults with team members and other organizations, customer and vendors on complex issues. "
324,AXA INSURANCE PTE. LTD.,"Specialist, GI Actuarial",West,Contract,Executive,Logistics / Supply Chain,Government support available,"$4,000 ","$8,000 ",Monthly,/job/d3489c6b279308566dbc4a59fcfe02ac,5-Apr-18,5-May-18,"The AXA Group is a worldwide leader in insurance and asset management, with 166,000 employees serving 103 million clients in 64 countries. AXA is the number 1 Global Insurance Brand for the 9th year running, and is also the number 1 insurance company in the Top 50 Most Innovative Companies Specialist, GI Actuarial åÊ Do you have the passion to drive world-class customer service excellence and the desire to bring in profitable growths into AXA? The GI Actuarial Specialist will stengthen the Actuarial expertise of AXA Singapore as one of the main local market players and within the dynamic environment of a worldwide leading insurance group. Linking pricing, reserving, business planning and reinsurance is a key challenge for the department to ensure the company‰Ûªs profitable growth and assist management in taking appropriate decisions. Working as an independent team member with a self-starter mindset, you are expected to lead data-driven projects and process improvements and assist other teams of the Actuarial department in their daily tasks in a punctual manner. This is a transversal role across GI Actuarial and Reinsurance, providing a wide exposure across the P&C and Health business, allowing you to develop good business understanding across portfolios. A glimpse of your daily mission:  Streamline and develop automated solutions for financial reporting, with a perfect understanding of the various Actuarial and Finance processes, in conjunction with requirements from the Data team Assist in transversal actuarial projects like the implementation of Expense Allocation and Commission Allocation Assist the actuarial and reinsurance teams in business-as-usual tasks Working in hand with other actuarial and reinsurance teams in developing and supporting tools to facilitate business and implementing Actuarial control cycle for each business class (link from Reserving to Pricing and vice-versa)  åÊ  ","Successful Qualifier of this mission:  Partially Qualified Actuary of a recognized institute 0 to 2åÊyears of relevant experience IT knowledge: Excel, VBA Excel, SAS, R, Python Excellent technical, analytical and problem-solving skills Good presentation, communication and inter-personal skills Strong team player and influencing team / internal stakeholders positively Solid project management skills due to large number of parties involved and tight deadlines Timely and accurate delivery Independent with a self-starter mindset "
325,AXA INSURANCE PTE. LTD.,"Senior Specialist, GI Actuarial",West,Contract,Executive,Logistics / Supply Chain,Government support available,"$4,000 ","$8,000 ",Monthly,/job/4089ba4ae668e2070b9170f99ed9137a,5-Apr-18,5-May-18,"The AXA Group is a worldwide leader in insurance and asset management, with 166,000 employees serving 103 million clients in 64 countries. AXA is the number 1 Global Insurance Brand for the 9th year running, and is also the number 1 insurance company in the Top 50 Most Innovative Companies Senior Specialist, GI Actuarial åÊ Do you have the passion to drive world-class customer service excellence and the desire to bring in profitable growths into AXA? The GI Actuarial Specialist will stengthen the Actuarial expertise of AXA Singapore as one of the main local market players and within the dynamic environment of a worldwide leading insurance group. Linking pricing, reserving, business planning and reinsurance is a key challenge for the department to ensure the company‰Ûªs profitable growth and assist management in taking appropriate decisions. Working as an independent team member with a self-starter mindset, you are expected to lead data-driven projects and process improvements and assist other teams of the Actuarial department in their daily tasks in a punctual manner. This is a transversal role across GI Actuarial and Reinsurance, providing a wide exposure across the P&C and Health business, allowing you to develop good business understanding across portfolios. A glimpse of your daily mission:  Streamline and develop automated solutions for financial reporting, with a perfect understanding of the various Actuarial and Finance processes, in conjunction with requirements from the Data team Assist in transversal actuarial projects like the implementation of Expense Allocation and Commission Allocation Assist the actuarial and reinsurance teams in business-as-usual tasks Working in hand with other actuarial and reinsurance teams in developing and supporting tools to facilitate business and implementing Actuarial control cycle for each business class (link from Reserving to Pricing and vice-versa)  åÊ  ","Successful Qualifier of this mission:  Partially Qualified Actuary of a recognized institute 2 to 5 years of relevant experience IT knowledge: Excel, VBA Excel, SAS, R, Python Excellent technical, analytical and problem-solving skills Good presentation, communication and inter-personal skills Strong team player and influencing team / internal stakeholders positively Solid project management skills due to large number of parties involved and tight deadlines Timely and accurate delivery Independent with a self-starter mindset "
326,A*STAR RESEARCH ENTITIES,Research Engineer (Smart Energy & Environment Cluster)  /  Iå_R (A*STAR),Central,Contract,Executive,Information Technology,,"$3,400 ","$6,800 ",Monthly,/job/274fcd3a52e2b9a97854c8a5931399d2,5-Apr-18,5-May-18,"About the Institute for Infocomm Research (Iå_R) The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg  Design and development of vehicle and road network simulation platform that will enable the development and validation of the Urban Traffic Control and Route Guidance algorithms.åÊ Development of the tracking and prediction modules, flexible simulation and emulation framework to test algorithms, performance evaluation, and interface to other key processing modules residing on cloud platform. "," Minimum Bachelor in Computer Science, Control, Computer Networking, Transportation Engineering, or related fields At least 3 years research and design experience in control or complex control systems Knowledge of control theory applied to transportation domain Knowledge of operations research theory and approaches Knowledge of traffic signal design, route guidance, traffic flow modelling Proficient with discrete-event and/or microscopic simulation tools for transportation Proficient in C/C++ programming Independent, self-motivated Team Player "
327,MATCHMOVE PAY PTE. LTD.,Executive Assistant for C-Level (FinTech),Central,Contract,Executive,Information Technology,Government support available,"$4,000 ","$6,000 ",Monthly,/job/6f609e295bfe7a55ab925c532b0a5284,5-Apr-18,5-May-18,"Are You The One? MatchMove Pay, one of the fatest growing and award winning financial technology company is looking for an experienced EA (Executive Assistant) for C-Level to join us as we accelerate our global expansion. Key Responsibilites:  Schedules and organizes complex activities such as meetings, travel, conferences and department activities for all members of the C-Suite, and top management. Gatekeeper of the CEO's calendar: schedules meetings, conferences, teleconferences and travel. Prioritizes appropriately and ensures the schedule is respected and followed. Preparing of reports and financial data Creates monthly data analysis based on metrics defined by the CEO, ensures the accuracy of the information prior to submission. Checks for press releases, media communication and set up Works independently and within a team on special nonrecurring and ongoing projects. Acts as project manager for special projects, at the request of the CEO, which may include: planning and coordinating multiple presentations, disseminating information, coordinating communications, and scheduling group travel. Prepares documents for signature including contracts, payment invoices, and other business items. Prepares business spaces for meetings including ordering food, getting coffee, and making arrangements for necessary equipment. Acts as a liaison with internal and external resources and teams.åÊ Handles confidential and non-routine information and explains policies when necessary. Timesheet and reimbursement submissions, reports and analysisåÊ A variety of other duties which may require situation analysis, prioritization, appropriate escalation and problem solving skills,åÊusing discretion and initiative. Any ad-hoc duties as assigned  åÊ åÊ åÊ"," A minimum of five (5) years of experience in an administrative assistant role to a C-level executive A minimum of a Bachelor's Degree (MBA is preferred). Advanced proficiency in the following Microsoft Office programs: Outlook, Word, Excel, and PowerPoint Strong command of English and communication skills Excellent planning and organizational skills with a high degree of attention to detail. Highly self-motivated, friendly, and professional, with exceptional interpersonal skills Strong organizational and project management skills Ability to manage work load and prioritize tasks in a fast, changing environment with tight deadlines Skilled at establishing and maintaining effective work relationships across several parties: internal and external customers, co-workers, and peers Strong communication skills, including the ability to speak clearly, professionally, and with decorum Ability to, on occasion, work outside normal business hours to support statement of work "
328,ACTIVE INTELLIGENCE PTE. LTD.,Design Lead,Central,Full Time,Senior Executive,Banking and Finance ...,Government support available,"$5,000 ","$6,500 ",Monthly,/job/486ce8575d2be6b629d291ad00cde0c3,5-Apr-18,5-May-18,"The Design lead helps formulate creative and design solutions to support the company‰Ûªs and customers‰Ûª brand, marketing and product development goals. The candidate has a keen business sense and works closely with the CXO to manage the design team to produce creative and design initiatives that has the ‰Û÷wow‰Ûª factor and yet practical. Skills and Responsibilities  Leadership role that collaborate with stakeholders to translate business goals into unique brand and product experiences   Solve creative problems and challenges to create wonderful interactive storytelling experiences by incorporating and integrating data and media for both company‰Ûªs products and projects   Innovate and bring out the best design ideas and execution, keep up with new technologies and analyze new trends and data, particularly the AI verticals, and continuously stay abreast with changing technological, design trends and best practices   Help define and shape the overall CX/UX experiences for the company‰Ûªs products and projects   Inspire and manage the design team while constantly challenge and apply unique relevant design thinking method for quality throughput, timely and consistent execution   Lead the brainstorming sessions and provide great solutions to creative challenges and develop ways to communicate unique messaging ","Education and/or Experience‰Û¬ Bachelor's degree in Graphic Design, or a related field with 7-10 years of working experience in similar capacity"
329,A*STAR RESEARCH ENTITIES,Scientist (Communications & Networks Cluster)  /  Iå_R (A*STAR),Central,Full Time,Senior Executive,Banking and Finance ...,,"$4,500 ","$9,000 ",Monthly,/job/75a2a8887d4fe8fe644cdc99ac95ee43,5-Apr-18,5-May-18,"About the Institute for Infocomm Research (Iå_R) The Institute for Infocomm Research (Iå_R) is a member of the Agency for Science, Technology and Research (A*STAR) family and is Singapore‰Ûªs largest ICT research institute. Our strategic thrusts are in the spheres of intelligence, communications and media and our research capabilities are in shared sensor networks, public-public/public-private data-sharing platform, big data analytics and visualization solutions. For more information about I2R, please visit www.i2r.a-star.edu.sg Successful candidate will beåÊpart of a R&D team to develop industrial internet of things technologies and solutions with the following focus:  Industrial wireless network management and optimization Robust industrial IoT communication devices "," PhD in Electrical and Computer Engineering, Computer Science or related field Possess in-depth knowledgeåÊin wireless communication systems and networks Experence and trainingåÊin signal and information processing for communications In-depth knowledge on optimization Exposure and experience with wireless communication standards Good programming skills with C++, Java, .net and Python Self-motivated, innovative quick learner Strong team work ethics with excellent interpersonal skills "
330,FUGRO SINGAPORE LAND PTE. LTD.,Geologist,Central,Full Time,Senior Executive,Banking and Finance ...,Government support available,,,,/job/2bfad316e42529f13bbeac954b7087bc,5-Apr-18,5-May-18,"Job Description  Supervise, check, evaluate and record all soil data Prepare, carry out field test and record all test result Prepare soil data reports and ensure quality of field work including application of PTW Interpret ground conditions through ground investigation Prepare site investigation report Assist safety personnel in ensuring safe operations of field work Assist, support and supervise in instrumentation works Classify soil / rock material Prepare Geological Mapping Attend meetings on the underground soil properties and others when required Prepare Engineering Report Involved in project coordination for Soil Investigation works and installation of Geotechnical Instrument installation works. Prepare project planning and coordination, supervision of Soil Investigation, reporting works, and day-to-day site operation to ensure works are constructed as per project & safety requirement; Liaise with clients on site works / projects. Plan and arrange the Logistics. ","Requirements  1 to 3 years working experience in Singapore or Malaysia; Keen interest in Geotechnical Engineering; Class 3 driving license is an advantage; Self-motivated, able to multi task. Good communication and interpersonal skills in the related scope of works "
331,NATIONAL UNIVERSITY OF SINGAPORE,Research Assistant,Central,Full Time,Senior Executive,Banking and Finance ...,,"$2,500 ","$2,800 ",Monthly,/job/4bb010d206377ccbffadd10ef0d6d3d1,5-Apr-18,21-Apr-18,"A full-time research assistant position is available at the Faculty of Dentistry, National University of Singapore (NUS) for a research project that focuses on the use of stem cells, tissue engineering, and 3D bioprinting to model and study in vitro human tissue equivalents. åÊ The successful candidate will be expected to assist in conducting stem cell and 3D tissue engineering based research, variety of molecular biology techniques, handling clinical/research data, and performing supervised data analysis. In addition to these research responsibilities, the candidate will be expected to provide administrative support such as procurement, inventory and safety management."," Bachelor and/or Master‰Ûªs degree in Dentistry Working experience in Dentistry, stem cells and/or 3D printing will be preferred Proficient in MS Office applications Meticulous in good organization, coordination and administrative skills Ability to work both as part of a team and independently with good written and verbal communication skills "
332,NANYANG TECHNOLOGICAL UNIVERSITY,Senior Research Engineer,South,Contract ...,Non-executive,Sciences / Laboratory / R&D,,"$5,000 ","$6,000 ",Monthly,/job/903974bb5bb0b8cad2a5f827b538a954,5-Apr-18,5-May-18,Energy Research Institute @ NTU is currently looking for a candidate to join them as a Senior Research Engineer. Responsibilities  To supervise and develop blockchain data management framework for energy market To supervise and develop computing and communication infrastructure to support blockchain data management ," Candidate must possess at least a Bachelor or Masters degree in Computer Science, Computer Engineering, or Electrical Engineering Work experience in computer system integration for power grid, and software development Research experience with good publication would be considered an added advantage. "
333,NANYANG TECHNOLOGICAL UNIVERSITY,Research Fellow,South,Contract ...,Non-executive,Sciences / Laboratory / R&D,,"$4,200 ","$5,000 ",Monthly,/job/a035979f9edfbabcdbc06458d86dc4ee,5-Apr-18,5-May-18,Energy Research Institute @ NTU is currently looking for a candidate to join them as a Research Fellow. Responsibilities  To develop blockchain data management framework for energy market To develop computing and communication infrastructure to support blockchain data management To implement machine learning to support distributed energy trading ," Candidate must possess at least a PhD in Computer Science or Computer Engineering. Research background in blockchain, data communications and networking, distributed and parallel systems, game theory and optimization, economic theory, machine learning (deep learning). Strong publications in top tier journals and conferences "
334,TRADESOCIO PTE. LTD.,Marketing Manager,Central,Permanent ...,Executive ...,Admin / Secretarial,Government support available,,,,/job/fab021c7c8a6228199bc4383ace7bfa0,5-Apr-18,5-May-18," Interviews, hires, and trains marketing staff members; supporting and managing a marketing team. Works with marketing staff to develop detailed marketing plans for all media channels and sales teams; Works within the department budget to develop cost-effective marketing plans for each product or service; Communicates with various media buyers, advertising agencies, printers, and other services to help marketing projects come to fruition   Approves and oversees the creative development of promotional materials, website content, advertisements, and other marketing-related projects; managing the production of promotional material Tracks all marketing and sales data and creates detailed written reports and verbal presentations to bring to senior executives; presenting findings and suggestions to company directors or other senior managers Establishes marketing goals based on past performance and market forecasts travelling to trade shows, conferences and sales meetings   Adjusts marketing campaigns and strategies as needed in response to collected data and other feedback Overall responsibility for brand management and corporate identity Experiment with a variety of organic and paid acquisition channels ‰ÛÒ content creation, content curation, pay per click campaigns, event management, publicity, social media, lead generation campaigns, copywriting, performance analysis, and much more. ","Requirements :-  Bachelor‰Ûªs Degree in Marketing, Business Studies or equivalent At least 5 years of working experience in marketing or sales management experience would be an added advantage. Team player Good written and verbal communication, interpersonal skills Positive attitude and team player Flexible to changes in tasks and work environment Must be organized, systematic, punctual and goal-oriented "
335,FUGRO SINGAPORE LAND PTE. LTD.,Project /  Geotechnical Engineer,Central,Permanent ...,Executive ...,Admin / Secretarial,Government support available,,,,/job/ec4ffbb99c813b67b83e587e8922f356,5-Apr-18,5-May-18,"ROLES AND RESPONSIBILITIES:  Maintain and implement ISO 9001, OHSAS 18001 & ISO 14001 Management System effectively. Implement policies, procedures and programmes to maintain safety and health at the workplace. Plan and execute soil investigation and/or foundation testing contracts. Carry out field assembly works as necessary. Set up and carry out load testing works and other non-destructive testing. Communicate with the Manager the status of the field work as required. Perform data reduction, data analysis and reporting for submission to the Client. Prepare field records and field reports for submission to Manager and/or Client. Prepare method statement and other submittals as required by the Client. Liaise with Client concerning project requirements including attendance at informal site meetings to discuss progress and planning of works. Attend technical meeting and engineering queries. Ensure that site activities are performed to meet the project‰Ûªs technical requirements and that the activities are conducted with due regard to the health and safety requirements imposed by Company and/or Client. Ensure the process conforms to client, statutory and management system requirements. Maintain service quality and client satisfaction. Act as role model for excellence, quality, professionalism and teamwork. Provide training to new Engineers and Technicians. Assist with material procurement, shipping requirements, store inventory and equipment management. Assist Manager in tender and proposal related work. Assist in any ad hoc assignment as required. ","Job Requirement :  MinimumåÊdegree in Civil Engineering Minimum 4 years of experience in civil engineering sector Be a team player with leadership & project managementåÊskills Problem solving, effective communicator across all levels, self- motivated & able to work independentlyåÊåÊ Technical Skills required : Geotechnical engineering, instrumentation & monitoring, soil investigation, CPT, geophysics & foundation testing Possess Class 3 license "
336,DAMEN SHIPYARDS SINGAPORE PTE LTD,STORE / WAREHOUSE SUPERVISOR,Central,Full Time,Manager,Design,,"$2,500 ","$3,500 ",Monthly,/job/f39e5d3ad67b4531a59c54065d9c5bb6,5-Apr-18,5-May-18,"åÊåÊåÊåÊåÊDAMEN Shipyards Singapore Pte Ltd is a member of the DAMEN Shipyards Group with head office in The Netherlands. The Singapore Shipyard located in Tuas is specialized in building of high speed aluminium vessels. Typical products are: Fast Ferries, Offshore Support Vessels, Patrol Craft, Interceptors and Windfarm maintenance vessels. Some 20 vessels are delivered annually, mainly for export. On the Yard there are also facilities for repair, conversion and maintenance jobs serving the majority of the local ferry operators. The Yard is well known for its advanced production processes, building large series of standardized designs while maintaining high standards in quality of products and sustainability of operations.   RESPONSIBILITY & AUTHORITY   The Store Supervisor will lead a team of storemen and be responsible to the Procurement Manager for the efficient operations of the stores organization. He is also responsible for all data entries and the filing system in the store organization.   åÊ   JOB TASK  To ensure that all three stores (small parts, aluminium, receipt stores) are operating in an efficient manner and achieving the objectives set for the section. To ensure that all personnel under his charge carry out their respective tasks in accordance with their respective job descriptions. To manage deployment of personnel under his charge to ensure efficiency in manpower deployment To manage Material Requisitions and ensure all materials required by respective stakeholders are despatched to the correct work centre on time To verify all data entered into the computer system. To keep track of the status of discrepancies outstanding in the inventory. To ensure that entries into the computer system have been accurately captured via bar code scanning. To run transaction report periodically so as to assist to ensure that stock in balance is correct. To ensure that all documents in the warehouse are filed systematically and updated. To ensure that all computer reports are properly filed for audit trail. Adjust cost of goods to include proportionate amount of shipping charges. Closing of periodic stock ledger account. Reconcile physical stock against system inventories (IFS system). Stock Adjustment due to authorized write-off, goods delivery, stock transfer between Warehouse, etc. Issue of stock to Production Department according to work order and unplanned issue. Run-out cycle-count listing for stock verification. ", At least 2 years experience manage/ handle store/warehouse (preferably in shipyards) Willing to work together with foreign worker Willing to work on ground if necessary Able to lead 2-3 people Familiar in using ERP system Able to communicate in English 
337,OFO SG PTE. LTD.,"Product Operations Manager, SEA - Singapore Full time Product",Central,Full Time,Manager,Design,,"$8,000 ","$14,000 ",Monthly,/job/678b5466b2332ba357b33a3f5410b5a4,5-Apr-18,5-May-18,"The role This is a first hire for us to start South East Asia product operation initiatives from scratch focused on building data analytics and reporting functions for the growth and strategy across South East Asia core markets. The role is slated to quickly grow to manage a small team of Product Operations Associates in-region. What you‰Ûªll do Act as a Product Owner - You‰Ûªll be entrusted to make the right decisions to prioritize requested features based on complete analysis of regional operational, marketing and business conditions, to provide insights to make sure your team keeps the pulse on the most pressing needs of the business Product Strategy ownership - You‰Ûªll draw product optimization roadmaps for market expansion and launch to post launch stage for the region, explore and engage partnerships with external parties, driving data analytics as a key measurement to grow our operations, based on your research. In Product Operations - You‰Ûªll maintain frequent and thorough communication with different stakeholders (In Operations, Marketing, Business Development), understand and improve on workflow processes and work on demand from different departments, gathering feature requests across region","Proven experience in regional core markets, prior coverage in South East Asian countries is a requisite for this role 2-4 years of working in a startup in a relevant field of business, such as food delivery or ride-hailing, else, a startup mindset focused on a results oriented approach, ability to work in a highly driven, fast paced and international environment Strong communicator, able to explain data driven insights and market analysis for expansion across all levels of stakeholders Strong in strategy analysis comprising elements of market research combined with product marketing Thoughtful approach to enable optimization roadmaps in region for business success, act as an expert for Product dashboards"
338,THE BLUE BARREL PTE. LTD.,Project Engineer (Turnaround / Maintenance / Petrochem / Refinery / Mechanical / $5kpm),South,Contract ...,Non-executive,Sciences / Laboratory / R&D,Government support available,"$3,500 ","$5,300 ",Monthly,/job/5ebc8a32d870a80dc0570486daecadd0,5-Apr-18,5-May-18," Develops project objectives by reviewing project proposals and plans; conferring with management. Determines project responsibilities by identifying project phases and elements; assigning personnel to phases and elements; reviewing bids from contractors. Determines project specifications by studying product design, customer requirements, and performance standards; completing technical studies; preparing cost estimates. Confirms product performance by designing and conducting tests. Determines project schedule by studying project plan and specifications; calculating time requirements; sequencing project elements. Maintains project schedule by monitoring project progress; coordinating activities; resolving problems. Controls project plan by reviewing design, specifications, and plan and schedule changes; recommending actions. Controls project costs by approving expenditures; administering contractor contracts. Prepares project status reports by collecting, analysing, and summarizing information and trends; recommending actions. Maintains safe and clean working environment by enforcing procedures, rules, and regulations. Maintains project data base by writing computer programs; entering and backing up data. Maintains product and company reputation by complying with federal and state regulations. Contributes to team effort by accomplishing related results as needed. ", Project Engineer Skills and Qualifications Min 5 years of experience working in a refinery involving Turnaround/Maintenance Mechanical background  Interested applicants please submit detailed resume with photo to matthew@thebluebarrel.com.sg Only shortlisted candidate will be notified. Matthew PohåÊReg no: R1106423 EA Licence No: 07C5446
339,ZIMPLISTIC PRIVATE LIMITED,Embedded Engineer,South,Contract ...,Non-executive,Sciences / Laboratory / R&D,Government support available,"$3,300 ","$5,500 ",Monthly,/job/f1a332d2def9d5f2eec6680653bdf172,5-Apr-18,5-May-18,"About the Role: Zimplistic is looking for Senior Embedded engineer. You will be part of the core team with overall responsibility of Firmware at RnD and NPI stages. The ideal candidate is a true engineer and problem solver at the core and is passionate about firmware design with real world understanding of smart products. We believe some of these skills are only acquired by actually going through some end-to-end design experience and expect the candidate to have such exposure. åÊ Responsibilities:  Ownership of end to end Firmware module development for current and future versions of Rotimatic Conceptualize, develop and manage motion control and other control aspects according to the development process to meet the project requirements, goals and objective Primary Functions: Work on the Design and Design validation of Rotimatic Firmware modules and algorithms Design intelligent control solutions for current and future product versions Support data logging, analysis of logged data and reporting of results Write test modules in C# in our PC based test program for QA team Interface with Hardware team to co-design and debug issues ","Desired Skills and Experience:  A Degree/Master/PhD in Computer/Electronics Engineering Expert knowledge of RTOS required Extreme passion for engineering and problem solving Minimum 2-3åÊyears experience in RnD with involvement in automation, motion control, temperature control and other experience of working with electromechanical or similar complexity devices. Good understanding of structuring and organizing complex large embedded systems Expertise in digital signal processing (DSP) Deep knowledge of the fundamental principles of algorithm implementation Skill in using embedded development tools including compiler, debugger, profiler, etc. Thorough understanding of the constraints and advantages of embedded environments "
340,PETER KLARE CONSULTING PTE. LTD.,Deskside Support Engineer - Perm,West,Permanent ...,Executive,Information Technology,,"$2,500 ","$3,300 ",Monthly,/job/eceb1754b4c5ecf2b12b011d08e29283,4-Apr-18,4-May-18,"Our Client, KBS, aåÊGlobal American MNC, with 120k employees over 60 countries is looking for aåÊDeskside Support Engineer as a permanent hire. åÊ Are you an exceptional Desktop Support with exposure to large Enterprise environment? If so, this could be the career opportunity for you !! åÊ Deskside Support Engineer  Monitor and respond quickly and effectively to IM tickets or requests received through the existing IM ticketing system based on first-in-first-out priority taking into consideration incidents severity level, thereby, ensuring that SLAs of incidents are met by following and adhering to Molex practice. Install, upgrade, support and troubleshoot new computers, peripheral equipment, operating systems and system applications. Inclusive ofåÊdata migration when deploying new computers to end users. Collaborate with Molex Regional infrastructure team to prevent system downtime by ensuring security and application patches are deployed in a timely manner as recommended by Infrastructure team. This will also include creating end user communications, user guides, system guides and documentation. Additionally, perform Server Patching during monthly scheduled maintenance window is also an expectation. To analyze, perform diagnosis and find resolution for end users and if required, to escalate to the L3 team whenever the restoration is beyond the scope. Asset management by tracking hardware and software inventory. Ensuring compliance and execution of IT security policies and practices are met, e.g. using Molex approved disk wiping tool to destroyed the data stored on HDDs prior to returning of IT equipment to leasing vendor or prior to physical scrapping. Perform basic troubleshooting of network connectivity issues occurring on the LAN Requesting and coordinating vendor support for delivery of items or services relating to the IT department Work in tandem with APS Regional Infrastructure team in new project deployments and systems implementation including upgrades and maintenance, ensuring that KPIs of the projects are met Assist APS Regional Infrastructure team to rack mount equipment within the Regional datacenter and also involve in installation, provisioning and configuring of Operating Systems Assist and support in datacenter equipment health monitoring Perform daily backup tape administration/rotation based on backup administrator‰Ûªs defined backup policies Actively engaging in the testing of systems / applications before deployment by giving feedback and participating in team discussions "," Recognized IT/IS Diploma or Degree Relevant IT support experience, mostly providing deskside support to users in a large Enterprise environment. Basic knowledge of MS Active Directory and usage of Software Delivery Tool (preferred MS SCCM) for software installation and OS patching activities. Good command and advance usage of Excel is required.  åÊ Please send your Resume in MS word format to bennie@klareconsulting.com.åÊ EA Lic No : 11C5795 Reg. No: åÊåÊ åÊR1114115 åÊ åÊ"
