,Company,JobTitle,Location,EmploymentType,Seniority,Category,GovSupport,Minsalary,Maxsalary,Monthly,JobLink,PostedDate,ClosingDate,RoleResponsibility,Requirements
203,Singapore Land Authority,"Principal Executive /  Assistant Manager, Underground Tech ExplorationŒæ",South,Full Time,Non-executive,Others,,"$3,500 ","$6,800 ",Monthly,/job/a4def09fc0ad370d28ef9928f1e00c4c,16-Apr-18,16-May-18,"Principal Executive/ Assistant Manager, Underground Tech ExplorationŒæJob Scope
Perform and support technology explorations on mapping buried utilities and underground spaces in 3D
Experimentation of emerging geospatial technologies and develop tech showcases
Study and develop tech standards and best practices for underground information management and data capture techniques
Assist in promotion and adoption of underground geospatial mapping
Design & document 3D Utility Data Models
Strengthen internal ICT and geospatial capabilities in response to dynamic changes
Œæ
Job Requirement
Degree in Geotechnical Engineering, GIS, Remote Sensing, Civil Eng, Computer Science and/or any other relevant discipline
Minimum 3-5 years of experience in geospatial/geotechnical/utility mapping industry.
Deep knowledge, skills and abilities in at least 1-3 areas äóñ Technologies for mapping of underground utilities (e.g. Ground Penetration (GPR), EM - Electro Magnetic Scanners, working with software tools (e.g. Autodesk Civil 3D, ESRI 3D Analyst etc.) to visualize and analyze underground utilities and spaces, 3D modelling of underground utilities and spaces, standards and best practices related to utility mapping
Good presentation and communication skills
Knowledge of automating data capture processes
",-
204,ADVANCE INTELLIGENCE PTE. LTD.,"Archivist, Business Intelligence",East,Full Time,Middle Management,Information Technology,Government support available,"$3,000 ","$4,000 ",Monthly,/job/59d319a0132ba992d6bb095be2a970a9,16-Apr-18,16-May-18,"We are looking for a talented Business Intelligence Analyst to join our high performing team. The ideal candidate will be able to combine strong analytic abilities and effective communication skills to better shape and deliver solutions. Œæ WHAT YOU WILL DO  Work with Product Manager, Risk Manager and Business Manager to develop effective data visualization. Extract, transform, and load data from multiple data sources. Design, build, test, monitor and troubleshoot dashboard solutions.",Minimum Bacheloräó»s Degree in Computer Science/IT/Statistics/Engineer or related fields. Proficient in writing SQL queries. Possession of strong communication and presentation skills as well as an analytical mindset. Can communicate well in both Mandarin and English Œæ
205,NANYANG TECHNOLOGICAL UNIVERSITY,Research Fellow,East,Full Time,Middle Management,Information Technology,Government support available,"$4,000 ","$5,500 ",Monthly,/job/4174aa1d86d507c4705c0f84801f2931,16-Apr-18,16-May-18," The Insurance Risk and Finance Research Centre of Nanyang Business School is hosting a multi-year Cyber Risk Management (CyRiM) Project. CyRiM is a three-year Public-Private Partnership sponsored by the Monetary Authority of Singapore (MAS), the Cyber Security Agency (CSA) of Singapore, as well as leading global insurance and information security companies. The project aims to develop data and analytical tools that will enable business solutions to help corporations implement efficient and effective cybersecurity measures. A key outcome of the project will be the establishment and ongoing support of an independent database of data breach incidents, vulnerability and economic loss data, with a focus on the Asia-Pacific region.Œæ The project has a large research component requiring a strong link with academia that is achieved at an international level through collaborations with universities world-wide The post-doctoral positions are expected to have 2-year duration, starting in Spring or Fall of 2018. The candidate is expected to contribute to the ongoing research efforts in cyber risk management and financing of catastrophe risks, and to publish academic papers in high-quality actuarial science, risk management and insurance, business and finance journals. The successful candidate will work in a multidisciplinary environment with cyber risk modelers, cyber insurance underwriters and information security experts. He/she will contribute to the cyber risk management framework under development by the project team. This position will report to the Director of IRFRC. "," Qualified candidates must have a completedŒæPhD by the time of appointment in Actuarial Science, Risk Management and Insurance, Finance, Economics, or related discipline.Œæ  We regret that only shortlisted candidates will be notified."
206,NANYANG TECHNOLOGICAL UNIVERSITY,Research Associate,Central,Contract,Middle Management,Information Technology ...,,"$3,400 ","$5,000 ",Monthly,/job/fe09f549bddb0a6b5f79e2d42e5275a3,16-Apr-18,16-May-18," The Insurance Risk and Finance Research Centre of Nanyang Business School is hosting a multi-year Cyber Risk Management (CyRiM) Project. CyRiM is a three-year Public-Private Partnership sponsored by the Monetary Authority of Singapore (MAS), the Cyber Security Agency (CSA) of Singapore, as well as leading global insurance and information security companies. The project aims to develop data and analytical tools that will enable business solutions to help corporations implement efficient and effective cybersecurity measures. A key outcome of the project will be the establishment and ongoing support of an independent database of data breach incidents, vulnerability and economic loss data, with a focus on the Asia-Pacific region.Œæ The project has a large research component requiring a strong link with academia that is achieved at an international level through collaborations with universities world-wide The post-doctoral positions are expected to have 2-year duration, starting in Spring or Fall of 2018. The candidate is expected to contribute to the ongoing research efforts in cyber risk management and financing of catastrophe risks, and to publish academic papers in high-quality actuarial science, risk management and insurance, business and finance journals. The successful candidate will work in a multidisciplinary environment with cyber risk modelers, cyber insurance underwriters and information security experts. He/she will contribute to the cyber risk management framework under development by the project team. This position will report to the Director of IRFRC. "," Qualified candidates must have a completedŒæMaster's DegreeŒæby the time of appointment in Actuarial Science, Risk Management and Insurance, Finance, Economics, or related discipline.Œæ  We regret that only shortlisted candidates will be notified."
207,CHANGI TRAVEL INTERNATIONAL PTE. LTD.,"Assistant Manager, Digital Programmatic Marketing",Central,Contract,Middle Management,Information Technology ...,Government support available,"$4,500 ","$5,000 ",Monthly,/job/8745f028b237207e068e1dce5b68ba21,13-Apr-18,13-May-18,"Responsibilities:  Lead the development of paid digital media strategy as well as overseeing (and sometimes handling) the execution of paid media campaign Strategize and media planning on campaigns across business units Implement and manage digital advertising campaigns across our clients. This includes display/retargeting, video, mobile, SEM, email marketing, and social media. Work closely withŒægraphicŒædesigner and the marketing team on effective creative. Placing and monitoring media buys äóñ and adjusting as necessary to optimize results. Analyse data and evaluate digital advertising performance äóñ produce detailed reports on campaigns. Research new advertising venues and stay abreast of online advertising trends; develop and maintain relationships with vendors and partners. Quality control for measurement tracking (finding that misplaced pixel thatäó»s not tracking conversions properly). Proficient in Google AdWords, Facebook Business Manager, Google Analytics, Microsoft Excel, and pivot tables with ease to interpret the results. Making use of data analytics and data Drive innovation through keeping abreast of digital industry and target trends, stewarding and building relationships with media partners, and making test; learn recommendations forŒæcompany- and the business units. Ability to translate business goals into cohesive, results-driven, and insights-driven media strategy and tactical media plans ","Requirements:  At least 4 to 5 years of digital advertising experience; ideally with an agency, running Facebook advertising campaigns and search campaigns in Google AdWords. Experienced in managing a team of programmatic marketers. Extremely comfortable with implementing ads in Google AdWords and Facebook Business Manager interfaces. Experience tools such as Google Display Network, Doubleclick Bid Manager, AdRoll or similar platforms. Take ownership ofŒæandŒæinitiative in everything you do and understand how to work in a team. A strong working knowledge of the digital media space with an emphasisŒæinŒædigital display, search, video, mobile, and paid social. High-energyŒæperson, driven and thrives in a dynamic yet fast-paced environment. A passion for your craft and your day-to-day work. You'll need to oversee and do, think and make, present and iterate. Has an acumen for commercial business and a flair for data analytics. Willing to be basedŒæinŒæChangi Airport "
208,CIMB BANK BERHAD,"Officer, Account Services",West,Full Time,Junior Executive,Information Technology,,"$2,200 ","$2,800 ",Monthly,/job/ff5011f7bab774419a518a0c83400841,13-Apr-18,13-May-18,"Process the day to day operation for Account Services Department to support the new business account opening for retail, commercial and corporate banking, Internet Banking and ATM services, meet agreed SLA, and Staff Efficiency & Productivity targets Œæ Responsibilities:  Œæ BAU Functions  Maker / Checker for non-individual account opening , data enrichment, updates etc Maintains and checks for completeness and accuracy of data entry for non-individual mail-in and account opening data enrichment Performs AML searches for pre-account opening and updates Updating of excel spreadsheet register for various updates Prepare audit confirmation letter & follow through enquires / production orders from authorities / government agencies. Liaise with Business Units and ensure follow-ups are attended and answered promptly Assist other departments enquiries Ensure full compliance with Group, MAS and BNM policies and procedures  Œæ Administration  Ensure job functions are performed to ensure the smooth and efficient day-to-day operations. Maintain registers required by the department as assigned by the supervisors Perform general clerical functions (eg filing documents) as required by supervisors.  Œæ Other Duties  Liaise with the various vendors on all repair calls & equipment maintenance Ensure all the file register books are kept in fire proof area and all file cabinets are locked at the end of the day Participate in UAT for new products or processes as may be assigned by superiors Carry out any other assignment as may be required by the immediate superior  Œæ","Requirements:  Diploma Preferably have 2 years of banking experience in similar capacity handling account openings for Non Retail customers Basic AML Knowledge Have knowledge in performing name screening and disposing name screen alerts Independent, meticulous and able to work with minimum supervision Proficiency in computer skills Meticulous with a keen eye for details and very hands on Excellent soft skills / communication skills Mature workers are welcome to apply "
209,THE DRINKERY PTE. LTD.,Programmer & Developer for an Awesome Craft Beer Distributor,West,Full Time,Junior Executive,Information Technology,Government support available,"$4,500 ","$6,000 ",Monthly,/job/c12eb89b83edbaf722c5a7376d557d6e,13-Apr-18,13-May-18,"About us The Drinkery is a leading craft beer distributor and retailer based in Singapore with a vision to be the drinks provider of choice for both brand owners and consumers. Everybody knows beer is expensive in Singapore, hence our mission is to deliver the best quality craft beers at the most affordable prices to Singaporean consumers. To do so, we want to leverage the use of technology and automation to get beer from producers to consumers in the most efficient way possible. Œæ Our core values and culture  We solve problems and create values for our customers, and we work extremely hard to be the best at what we do. We live by three simple codes: keep innovating, get the job done and do it with integrity. We get our job done by beingŒæeffective,Œæefficient and excellent in everything we do. We expect high standards and do not tolerate mediocrity. We are responsible people who thrives on freedom and is worthy of freedom. And no matter what, we never ever give up.  Œæ Who are we looking for A creative problem solver with a strong programming skillset who can use technology to simplify, optimise and automate process workflow of every aspects of our business. Efficiency is the name of the game. Basically, when you see inefficiencies, you fix it. You are not expected to build anything from scratch, but you should be highly adept in selecting, using and implementing available automation apps or platforms and connecting them together to build a holistic solution that works. Œæ What are your mandates We want to improve our business processes, so you will build and put together back-end systems that simplify and automates our operational workflow routines, reduces double or manual entry and enables seamless data exchange. This includes building an inventory management system (IMS) that connects with accounting, marketing, sales, HR and logistics automation apps. And most importantly, you need to design it so user-friendly that your colleagues would want to use it. We want to bring the B2C e-commerce experience to our B2B customers, so you will build a customer-facing order management system (OMS) that connects to our back-end systems to provide our customers with the most seamless purchasing and payment experience in the industry. This system will be so easy-to-use that our customers will be queuing up to buy beer from us because itäó»s so easy. We want to build a beautiful and efficient e-commerce website that sells, so youäó»ll work together with our very talented designer and leverage our existing Shopify platform to build an awesome online store to serve our B2C customers their daily beer needs. We love data and swear by it to make decisions. You will be the go-to person who can collect, manage, extract and manipulate data from various apps that we use and present it to the team in a format that we, normal humans would understand. Sometimes weäó»ll find bugs that frustrates us, non-techie people, to the point that we want to pull our hair out. You will be the saviour who comes in and quickly fix things and get things back to normal. All in all, you are the technology expert in the company and you are in charge of anything and everything programming and technical-related to get us to be the most efficient operator in the drinks distribution business.","To succeed in this role, you must   Be a strong cultural fit to our team and share the same values as us. Be obsessed about eliminating workflow inefficiencies and process automation. Know how to write codes in any one programming language and canŒæquickly learnŒænew ones. Be intimately familiar with cloud-based apps and platforms such as Shopify, Xero, Quickbooks Online, Tradegecko, Pipedrive, Vend, etc and how to connect them all together. Know how to do web development, use e-commerce tools and set up payment gateways. Think logically and algorithmically to get to a solution quickly and systematically. Be able to design solutions that fit user needs and gain user acceptance. Be a strong hands-on executor who can initiate and complete project successfully. Possess a creative mind with an out-of-the-box strategic thinking process. Be a strong communicator who can convey complex ideas with clarity. Be a self-starter who doesnäó»t need to be told what to do. Have a strong desire to win and stand out from competition. Not be afraid to roll up your sleeves, take the bull by the horns and get your hands dirty. Get things done fast, effectively and efficiently to deliver results.  Œæ If you love beer and has what it takes to get the job done, this may well be your dream job, so please send your CV together with (1) a convincing cover letter, (2) tell us what is your vision of aŒæhighly efficient beer distributor, how would you build the systems to make us more efficient and an outline of how you would execute your mandates , (3) a recent photo of yourself to roland@thedrinkery.com.sg. Œæ We are looking for an extraordinary candidate and we put a lot of thought and effort into writing this job post, so share your great ideas with us and submit an outstanding application that will blow us away. Impress us and weäó»ll surely be in touch."
210,ROBERT WALTERS (SINGAPORE) PTE LTD,IT Infrastructure Consultant (Central / East Singapore),West,Contract ...,Non-executive,Sciences / Laboratory / R&D,Government support available,"$6,000 ","$8,000 ",Monthly,/job/88d7239ece2060a5f8a40031e73293df,13-Apr-18,28-Apr-18,"Our client is a global leader in managed networked IT services, operating globally and delivering locally to help our customers thrive in a changing world.Œæ They have over 1000 people dedicated to support both regional multinationals expanding globally and global multinationals expanding into SEA.Œæ They serve over 600 customers across South East Asia Job responsibilities include:  The role holder is overall responsible for the deployment and support of IT infrastructure, systems and application software and data security to external customers. As the Subject Matter Expert (SME), he/she provides complex technical support, resolving escalated technical support issues including proposals to ensure systems availability to the customer. The role includes problem diagnosis and resolution, and activities will comprise requirements analysis, testing, integrating and managing components and models, including engaging product principals to ensure problem is resolved in timely manner.Œæ Work with minimal supervision to evaluate, co-ordinate, test and install software/hardware provided by suppliers with appropriate controls and standards e.g. Firewalls/Data Security, Network software and hardware. Lead a team to test & install software maintenance upgrades provided by suppliers. To provide problem diagnosis and resolution liaising (level 3 support) with technical manager, peers, suppliers and customer/developer groups where appropriate; could be asked to provide full 24-hour on call emergency support. To lead and support recovery activities following failure including disaster recovery. To provide expert advice & guidance to other groups on technical and operational issues. To maintain all appropriate documentation is as accordance to ISO9001 standard. To enforce that all data security is in place in accordance to Singapore Government Security requirement.  Œæ","Job requirements include:  At least a Diploma Holder in IT or any related studies At least 5 years' experience in the IT infrastructure deployment/implementation with focus on Windows and Networking. Windows implementation/deployment is a must Experience in implementation of security technologies, directory technologies and standards are a plus but not mandatory Knowledge in Public Key Infrastructure (PKI) and Smart Card technology is an added advantage. ŒæThose with no PKI knowledge but keen to learn will be considered as well. Knowledge of Networking and IP protocol Can work co-operatively with others to achieve team goals, and can build stable and useful working relationships. Awareness of costs related to own work area.  Œæ Please send your applications to: princess.uy@resourcesolutions.com *Only shortlisted applicants will be notified ROC No.: 201135949D | EA Licence No.: 12C5536 EA Reg. No.: R1103286 EAP: Uy Princess Ramos"
211,ADOBE SYSTEMS PTE. LTD.,Senior CSMB Insights Analyst,West,Contract ...,Non-executive,Sciences / Laboratory / R&D,,"$8,750 ","$9,584 ",Monthly,/job/bc99e0a945076b5995a158ab2cedcd24,13-Apr-18,13-May-18,"Position Summary The CSMB Insights Senior Analyst will work as part of a team of insights professionals in Adobeäó»s Marketing and Customer Insights (MCI) team to identify and prioritize key business issues and bring together the wide variety of Adobeäó»s insight sources to drive impact for the business.Œæ The Senior Analyst will own specific work streams as a part of a broader problem-solving process, identify the most relevant information (from across the MCI functional teams) required to test specific hypotheses, and synthesize the relevant information to build actionable recommendations to the business.Œæ The ideal candidate should be able to: Help prioritize business issues and äóìtranslateäóù issues to an insight-learning agenda Contribute to a structured problem solving approach to articulate the potential root causes of a business issue Identify the most relevant sources of data/information needed to address the key issues on a project Call out key gaps in the current knowledge base and develop a plan to gather the most important information Synthesize information across a wide variety of insight sources including: primary market research, third-party data, customer analytics (big data), marketing/media performance Help develop compelling äóìstoriesäóù that convey the relevant synthesized insights in a compelling manner to various internal stakeholder audiences (e.g., business unit leaders, global marketing leaders) Additionally, the candidate should have experience in cross functional environments, driving change, and excellent communication skills, including a strong ability to communicate effectively to executive and non-technical audiences. Responsibilities Support Global Marketing Organization and Business Units through multiple analytical disciplines and in partnership with cross functional teams such as Finance, Sales, and IT Interface regularly with senior team leaders and relevant stakeholders across the Adobe organization. Identify and prioritize growth opportunities for the CSMB business through the use of various analytical tools and techniques Work effectively with other members of the MCI team Drive the problem-solving, synthesis, and storyline development across team projects Present findings and recommendations to business stakeholders Œæ Œæ","Requirements At least 3 years of experience in one or more of the following areas:Œæ strategic consulting, customer insights/analytics, marketing insights/analytics. Strong analytical, strategic problem-solving and thinking skills Comfort in working in fast moving and iterative-development environments. A team-player, collaborative, mindset is essential. Demonstrated successful track record in managing high performing, highly technical and analytical teams and developing individuals Excellent communication skills, written, verbal and presentation Ability to äóìroll-up your sleevesäóù and work directly with raw data (when needed) äóñ including accessing data and linking in Hadoop, structuring and carrying out analyses (e.g., in R or SPSS) Experience with Adobeäó»s Digital Marketing Cloud suite preferred Master degree preferred"
212,OPEN TEXT (ASIA) PTE. LTD.,Solutions Architect,East,Contract ...,Non-executive,Sciences / Laboratory / R&D,Government support available,"$12,000 ","$14,000 ",Monthly,/job/6c4a9b619014aa1be8a0c43ce552cf08,13-Apr-18,13-May-18,"The opportunity: OpenText is currently seeking a SolutionŒæArchitect for its Analytics for its Analytics practice.Œæ The Solution Architect would lead the design and execution of solutions for many of the most high-profile and technologically-advanced and complex organizations globally targeting a variety of use cases across data engineering, data science, data governance, and visualizations involving batch & real-time advanced analytics and reporting solutions.","You are great at: Design of highly-scalable, reliable, and performant pipelines to consume, integrate and analyze large volumes of complex data using a variety of best-in-class propriety and open-source platforms and tools. Demonstration of client and solution leadership through strong communication skills to recommend actionable, data-driven insights. Management of technical, project, and organizational complexity, with a proven ability to simplify tough problems, track many parts across functional teams and business domains, and influence strategic direction. Work with enterprise architects, product architects, product owners, data scientists and engineers for big data science project deployments Create product architecture roadmap that maintains the integrity of our deployed solutions and satisfies the business need to fast value delivery Engage with all teams in a collaborative environment Architect, design, deliver, test, and troubleshoot complex data implementations Work with solution architects to improve data strategy, quality and governance Guide, mentor and influence architectural direction and principles adoption Œæ What it takes: 5+ years' of experience in Solution Architect,Œædata science, machine learning environment 10+ years' experiences in Database Administration, design and Development 2-5 years' experience in data warehouse/mart experience leveraging Hadoop 5+ years consulting experience Cloud - private/hybrid/public, Big Data (Spark, Cloudera, HortonWorks) ecosystems Experience with various ingestion patterns for large data sets Experience with Open Source and NoSQL technologies (e.g. MongoDB, Redis) at an Enterprise level Lambda architecture for ingestion including real-time streaming technologies (Kafka, Storm, Spark Streaming) Knowledge of Programming / Scripting (Python, Java, C/C++, Scala, Bash, Korn Shell) Experience and advance knowledge of Big Data services/packages like Flume, HBase, Hive, Map-Reduce, Oozie, Sqoop Knowledge and understanding of ETL design and data processing mechanisms, near-/real-time streaming, data structures, metadata and workflow management Knowledge about data replication, data masking, and performance factors, etc. Experience managing Hadoop clusters for Availability, Stability, Capacity Management, Performance Tuning, etc. Experience in Agile/Scrum Methodologies Excellence verbal and written communication skills Experience with: C#.Net, Elastic, Angular JS, Node.JS. HTML5, CSS, RESTful Services, Hadoop, Spark, Phython, Linux, Hive, Kafka, Redis Experience with code management tools (Git/GitHub, SVN, etc.) Testing / Data Quality (TDD, unit, regression, automation) At OpenText we understand and value diversity in our employees and are proud to be an Equal Opportunity Employer. Œæ Œæ Œæ Œæ"
213,PAREXGROUP PTE. LTD.,R&D Chemist,East,Contract ...,Non-executive,Sciences / Laboratory / R&D,Government support available,"$2,500 ","$4,000 ",Monthly,/job/56abd9ab986d849bbcfe6f26982b6130,13-Apr-18,13-May-18,"Job Description  Develop and performs all formulation developmentŒæ Assist new product and process development Create and update product formulation, technical data sheet, performance data, safet data sheet, etc Provide technical support and resolve issue through failure analysis Ensure laboratory equipment are maintained and calibrated in a timely manner Responsible for planning, scheduling and performing laboratory testing of raw materials Participate in analytical development activitiesŒæ Ensure tests assigned are performed in a timely manner in compliance to SOP Manage housekeeping of laboratory facilities and equipment Provide continuous suggestions to improve laboratory activities and operations ","Requirements  Diploma or Degree in Chemical preferably with experience in Paint and Coatings industry 2 äóñ 3 years of formulation experience Strong analytical, interpersonal and communication skills Well-organized, detailed-minded and quick to learn Team player and ability to collaborative and work effectively "
214,MOLEAC PTE. LTD.,"VP, Medical Affairs",East,Full Time,Senior Management ...,Marketing / Public Relations ,Government support available,"$15,000 ","$40,000 ",Monthly,/job/2aed12b60d9f30bf3d772686a3285385,13-Apr-18,13-May-18,"A. Company Overview Moleac (www.moleac.com) is a pharmaceutical company headquartered in Singapore. The flagship product NeuroAiD is addressing the needs of patients recovering from a loss of brain functions after a brain injury (Stroke, TBI). NeuroAiD is marketed to neurologists and neurosurgeons in ~30 markets, through a network of commercial partnership. NeuroAiD is marketed. NeuroAiD is an out of pocket treatment: its current label ranges from Herbal/Traditional Medicine to Food Supplement does not make it eligible for reimbursement in most markets. NeuroAiD is reaching an estimated 25,000 patients in 2017 and growing at >20% yearly. The company is pursuing an aggressive growth strategy on this OTx business. Moleac is driving a drug development program with the US FDA to gain drug approval on a simplified formula of NeuroAiD. The company will file its IND in Q1 2018, initiating a shift from medicinal product to drug over time. The performance of the OTx business is critical to support the Rx business development. JOB DESCRIPTION Clinical Trials  Oversees the Clinical Development of MLC1501 under US FDA framework (phase I to commence in Q1 2018) Evaluates proposal and need(s) for locally conducted clinical trials (mainly Phase III-IV), post-marketing Surveillance (PMS) studies, Observational studies, registry, and Externally Sponosored Studies (ESS) Maintain and grows a network of academic cooperation as a platform for Moleac to implement initiatives Writes the study concept, prepare the study synopsis and full study protocol Supervises the operational conduct of the trial (monitoring, compliance including GCP/ICH, reporting of adverse events..) Performs the medical review of the data Assists the investigator in the preparation of study publications Manage relationship with publishing houses 	Œæ  International Operations  Guide the marketing team in the preparation of the different colaterials and communications supports Mines field intelligence & data/publications to substantiate, updates and improve the content of promotional messages and materials Assesses the accurarcy of labelling & promotional messages concerning products & competition; reviews and approves promotional materials including external communications materials such as scripts for marketing teams, press releases, presentation during congresses, letter & positioning statements Guide the regulatory team in the proper gathering, evaluation, medical assessments and follow-up of adverse drug reaction events reported and of possible product complaints Oversees the creation, maintenance, and updating of standard product response message; implements an manages databases Training that tracks medical information requests and respones Contributes to publication of clinical data Assesses, develop, updates and implements briefings and training programs for the sales & marketing forces on processes, products and competition to enhance the overall understanding of the products, market environment as well as the regulations and guidelines that affect the products and services of the Company Customizes training programs according to the different needs   Management   Team of 3 - Medical Advisor for Product support (with Marketing), Medical advisor for clinical trial, Medical Operations for Clinical trials implementation Department budget Other assignments from the management. ","Relevent Experience:  Medical Doctor form reputable University; experience/knowledge in Neurology desirable Minimum of 5 years related experience within a pharmaceutical company; experience in clinical research: protocol - publication Marketing minded personality with track record of successful interaction with sales, product & marketing management teams in multicultural environments Problem solver, articulate and strong advisory skills Sense of precision and quality Strong written and verbal ability; demonstrated proficiency in one-on-one and group presentation Good understanding of international guidelines & regulations relating to drug promotion, clinical trials and the disemination of medical information Fluency of Engllish, both written and spoken Ability to write reports, protocols, procedures, and business correspondence High degree of initiative and ability of work independently "
215,ROBERT WALTERS (SINGAPORE) PTE LTD,Human Resource Specialist,East,Full Time,Senior Management ...,Marketing / Public Relations ,,"$3,333 ","$5,000 ",Monthly,/job/cffc77eb567c0bd87ba847619e424a9c,13-Apr-18,27-Apr-18,"A HR Specialist job has just been available at a global technology company based in Singapore. In this role, you will be focusing on payroll and HRIS within an organisation that has recently undergone a merger and is currently in the midst of harmonising its HR policies and processes. About the HR Specialist Reporting to the HR Director for APAC, you will be supporting the HR function with a focus on payroll and HRIS administration. Key Responsibilities:  Support HR compensation and benefits activities including data migration and system integration Ensure data integrity whilst supporting the HRIS as a super user Manage payroll vendors on payroll administration for the region Manage HR data transfers between different offices Partner with APAC C&B Lead and Global Mobility team on expatriation compensation matters Support HR Director on HR projects ","To succeed in the HR Specialist role, you must be proficient in local legislation, which includes taxation and mobility. You should also be meticulous, process driven and be a team player. Key Requirements:  Degree holder with at least four years' HR experience Proficient in working on HRIS such as SAP, PeopleSoft, e-HR Able to work in and adapt to a fast-paced environment Attention to detail and being responsive is crucial for the success of this role Team player, able to see big picture, and results-oriented Ability to multi-task and be effective  This is a leading technology company that needs no introduction. It has recently undergone a merger and is in the midst of harmonising its HR policies and processes. If you are a driven HR professional looking to join a renowned company in its next stage of growth, this HR Specialist job is the role for you. Apply now to discuss this opportunity. Robert Walters (Singapore) Pte Ltd ROC No.: 199706961E | EA Licence No.: 03C5451 EA Registration No.: R1443335 Ian Koh"
216,EIG DERMAL WELLNESS (S) PTE. LTD.,Digital Marketing Specialist,Central,Permanent ...,Fresh/entry level ...,Banking and Finance,,,,,/job/c19830c819b5291813fa26a4aefcfe6d,13-Apr-18,13-May-18,"Job Responsibilities:  Lead in the formulation of social and digital media strategy to build a lasting digital connection with consumers in Singapore and the region Develop an integrated E-Commerce Program with short/mid/long term strategic targets. Design social media strategy and build brandsäó» social media presence. Plan and manage the full execution of all SEM, marketing database, email, social media and/or display advertising campaigns, Plan, execute, and measure experiments and conversion tests, Maintain all online channels to be accurate and brand compliant according to company standards Evaluate end-to-end customer experience across multiple channels and digital touch points. Measure and report performance of all digital marketing campaigns, and assess against goals (ROI & KPIs) Identify real-time consumer trends and insights, and then optimize spend and business performance based on these insights, through engaging marketing content and creative online campaigns. Collaborate closely with the different members of marketing team to put in place the best visibility strategy online to help ensure all member are working towards the KPIs Source internal/external data for data analytics and drive the development of the Customer/Sales/Channel data analytic/report platform. Measure performance of digital marketing efforts using a variety of analytics tools Actively involved in SEO efforts Launch and manage E-Commerce website and mobile apps Identity online marketing trends and best practices, and serve as internal consultant on digital marketing  Œæ","Requirements:  Candidate must possess at least a Diploma/ Degree in Marketing At least 3 -5 years of proven experience in Digital marketing/ Online-Consumer Good, FMCG and Mobile marketing, preferably fromŒæBeauty/Retail industry or e-Commerce CompaniesŒæ. Experienced in FMCG Industry Hands on experience with SEO and SEM Familiar with Facebook Ads and Google Analytics Passion for all things marketing and technology "
217,HKM HR MANAGEMENT PTE. LTD.,SAP Expert - PM / PP  /  Contract or Freelance  /  $9K,Central,Permanent ...,Fresh/entry level ...,Banking and Finance,Government support available,"$5,000 ","$7,500 ",Monthly,/job/c6e72c2a996c0f3ffa41852813a07ca9,13-Apr-18,13-May-18,"SAP Plant Maintenance Module  Perform and participate in the Plant Maintenance Data Migration Activities to migrate from Legacy system to SAP Plant Maintenance (PM) modules to enhance the Companyäó»s business functionality An individual with a deep understanding of the operational and processes/functions in SAP Plant Maintenance and key integration points with Supply Chain and Finance. Work with Business to review the document requirements for new functionality as required in support of the Plant Maintenance processes. Develop procedures, processes and guidelines that are efficient and focused on the quality of the process or end state deliverable Collaborate with cross functional teams to perform test activities (e.g. integration, performance, user acceptance) Interact with users from various functional areas (production, purchasing, logistics, material master etc.) Review the authorization requests from entities in his/her functional space. Evaluate the impact to the business by developing and executing test scenarios with local entity perspective. Develop specification for data conversion and verify accuracy of converted data. Conduct training for Business Users / key end users.  Œæ"," Degree in IT disciplines / Others with applicable experience At least 4-5 years of relevant working experience and familiar with SAP Plant Maintenance / PP / Quality Module Contract / Freelance Role  Salary is negotiable   Œæ Interested candidates, please forward detailed resume in MS Word Format to joni@hkmsvs.com or contact 6566 5498 for more details.  Please provide following information in the resume 1) Reasons for leaving current and/or last employment 2) Last drawn and/or current salary 3) Expected salary 4) Date of availability and/or Notice Period  All applications will be treated in strictest confidence and only short-listed candidates will be notified  Joni EA License No : 03C5391 EA Reg No : R1106641 Œæ Œæ"
218,DENTSU AEGIS NETWORK ASIA PACIFIC PTE. LTD.,Senior Analyst  /  Associate Analytics Manager,"East, Central",Permanent ...,Manager,Information Technology,Government support available,"$3,500 ","$6,000 ",Monthly,/job/55e0690dfe322fc03e2977055e271ae6,12-Apr-18,12-May-18,"We are looking for an individual who is passionate about analytics to join our growing team. Your role will be to drive analytical practices within the network, deliver and manage analytics projects. Œæ Background Dentsu Aegis Network helps clients build consumer relationships by communicating their products and brands effectively. Our distinctive and innovative range of products and services include marketing and communications strategies through digital marketing and creative execution, media planning and buying, creative services, technology applications, SEO, content creation, brand tracking and marketing analytics. Find out more about us at https://www.dentsuaegisnetwork.com. Œæ Role purpose The role of the Senior Analyst/Associate Analytics Manager is to deliver market mix modelling projects and provide consultancy service to internal and external stakeholders. Working closely with Analytics Director, the incumbent will be in an excellent position to be part of the growing data team within Dentsu Aegis Network, further developing our products and data ability to drive the network data vision. Œæ Key accountabilities  Supporting the Analytics Director in managing project delivery Demonstrates problem solving and intervention when necessary Strong presentation skills: able to present and share results with key stakeholders Performing/interpreting value analysis to identify value creation opportunities for clients Improve current products such as market mix modelling and attribution and develop new products/analysis Independently managing analytics project / project management skills ", At least a Bacheloräó»s Degree / 2-4 yearsäó» experience in analytics field(s). Experience in market mix modelling Advanced Excel skills Media experience preferred but not necessary Excellent presentation and report writing skills Excellent attention to detail Strong problem solving and consulting skills Collaborative and comfortable working with different teams CAN-DO and optimistic attitude 
